A,B
'El hombre que diga que esta mujer no es el cielo y lo mejor que le pudo pasar es por que realmente no sabe que es una mujer bella y que es ser un hombre afortunado',NoAgresivo
'El hombre quiere sexo y la mujer romanticismo Sólo aceptando las diferencias podemos alcanzar intimidad y una relación sexual estupenda',NoAgresivo
'El liderazgo femenino es innato desde el principio de la vida Literalmente sin ellas los hombres no existe-riamos Un orgullo tener mujeres lideres',NoAgresivo
'El lunes tengo que arriar una vaca sola  cachai lo que es esa wea pa una chica culia de 155  ',Agresivo
'El marxismo corrupto a través de Bachelet se infiltró en las FFAA desde 2006 a la fecha eligió y puso en sus cargos a sus amigos Generales Fuente-Alba Villalobos y al actual Cmdte en Jefe del Ejército Ricardo Martínez que es su primo en segundo grado',NoAgresivo
'El mejor ejemplo de lo que representa el @ppcv una gran mujer trabajadora y comprometida Torrent tendrá una gran candidata a la alcaldía y un gran equipo para recuperar juntos el proyecto de futuro que los torrentinos merecen ',NoAgresivo
'el nivel de intelectuales que defienden a @gabrielboric y @MaiteOrsini  Sólo lumbreras de la ortografía ',NoAgresivo
'El objetivo de esta ley es prevenir y erradicar todo tipo de violencia contra mujeres; garantizando sus derechos impulsando acciones positivas',NoAgresivo
'El partido de mañana me tiene mas tiriton que la guata de Bachelet',Agresivo
'El profe acaba de decir que las mujeres no son buenas en matemáticas por cosas biológicas y mi mejor amiga tiene 22 y esta haciendo un magister en Beaucheff Dentrate viejo ',NoAgresivo
'El psicópata dice que Boric debe ser destituido por su visita a Salamanca',Agresivo
'El trabajo de esta maravillosa mujer en la defensa de la niñez especialmente abogando por los menores reclutados forzosamente por las @FARC_EPueblo es extraordinario e invaluable; demostrada su absoluta inocencia le llegarán reconocimientos y honores muy merecidos ',NoAgresivo
'El viaje a Francia de Gabriel Boric tb fue invitaciòn y cuantos dias estuvo y quienes mas estuvieron',NoAgresivo
'ELIZABETH CÓMO SE TE OCURRE DECIR ESO SI ERÍ LA TIPA MÁS LINDA DEL MUNDO TONTA WEONA TE VOY A PEGAR ',Agresivo
'Ella como mujer y aún más como profesional en su caso periodista está catalogada como una de las mejores del país ',NoAgresivo
'ella es inteligente distinguida hermosa y sobre todo feliz a vos no te representa para nada si la tal Sophie fuera nuestra primera dama también le tendrías envidia',NoAgresivo
'Ella es mi novia mi mejor amiga el amor de mi vida una mujer tan maravillosa y perfecta que siempte que puede me hace sonreír nunca me imaginé llegar a ser tan feliz cómo lo soy en estos momentos de mi vida y espero en dios que esto no termine jamas por que sin duda la amo ',NoAgresivo
'ella es realmente una mujer hermosa tiene bien merecido el nombre de Army',NoAgresivo
'Ella vive obsesionada con que todos la odian y la quieren atacar Esa mujer está mal de la cabeza',NoAgresivo
'Empezamos la mañana en @CamaraMedellin con el evento de buenas prácticas de género en las organizaciones ',NoAgresivo
'En 16 años pasamos de un país donde hacías filas a las 4 am para conseguir un trozo de pan que no tenías sin la tarjeta socialista que inventó el padre de Bachelet; a un país en vías del desarrollo y mejor posicionado de Latam donde la estructura ya estaba hecha',NoAgresivo
'En comparación son mucho más lindas las chilenas que los chilenos que son feos como una vasectomía sin anestesia y hecha con tramontina',NoAgresivo
'En cualquier momento Matthei va al comando de Bachelet a entregarle su apoyo ',NoAgresivo
'En Día de la No Violencia Contra la Mujer es necesario pasar de las conferencias y proyectos a acciones concretas y directas para evitar que la pandemia de los femenicidios nos siga quitando valiosas madres e hijas Ya basta es hora de cambiar ',NoAgresivo
'En el Día Internacional Contra Violencia hacia las Mujeres reflexionemos sobre la gravedad de aprobar leyes sin proveer de recursos genuinos para su aplicación ',NoAgresivo
'En el festival de Venecia solo hay una mujer concursando en la sección oficial la maravillosa Jennifer Kent y durante los créditos de su proyección cuando salía su nombre un señor la ha gritado puta Menos mal que el sexismo es un invento feminista Que bonita es la vida ',NoAgresivo
'En el fondo @gabrielboric necesita una derecha pinochetista para justificarse Sin ella no es nada ni tiene excusa ',NoAgresivo
'En entrevista LUN Piñera no lo manda a decir con nadie Bachelet es una buena mujer pero no una buena presidenta |CIERTO',NoAgresivo
'En esencia distinguida educaday excelente anfitriona Una Primera Dama de lujoOrgullo para los arg ',NoAgresivo
'En esta relacion la que briila es ella Y estando a su lado me hace brillar a mi a quien la rodee una mujer de ensueño Te amo bella ',NoAgresivo
'En esto tiene razón Boric Ir a visitar a Pinochet en Londres es tan impresentable como reunirse con Palma Salamanca jajaja',NoAgresivo
'En la Edad Media sólo por nacer mujer eras hija del Diablo culpable de todo y un ser inferior; en el 2018 sólo por nacer mujer eres maravillosa nada es tu culpa y siempre eres víctima El oscuro punto de intersección se parece mucho',NoAgresivo
'En la tribuna de Chile hay dos chilenas lindas que deben ser contratadas en algún país vecino',NoAgresivo
'En México más del 47% de las mujeres ha sido víctima de violencia En el año 2015 se registraron en promedio 62 asesinatos de mujeres al día ',NoAgresivo
'En Navidad las mujeres pedían perdón a sus esposos por los errores cometidos durante el año No dejemos que se pierdan las buenas costumbres ',NoAgresivo
'En realidad somos nosotros los que pagamos sus lujos gustitos y multas',NoAgresivo
'En tu ultma foto de instagram tenes una cara de puta barata — y por qué te pensás que la subi',Agresivo
'encima de imbecil hipócrita jajajaja internate en un psiquiátrico loca de mierda',Agresivo
'ENCONTRÉ TU DIRECCIÓN Y TU RUT VO MARACA CULIÁ QUE ME ENGAÑASTE HACE 8 AÑOS ATRAS TE VOY A PITIAR',Agresivo
'Encuentro que lo de Boric con Orsini en París no da ni pa pobrémica',NoAgresivo
'endeudo de manera irresponsable sl pais para financiar operadorex politicos de MBaChelet ',NoAgresivo
'Enferma y loca de mierda',Agresivo
'Enserio esta weona no tiene nada mejor que hacer q estar toda la tarde en la misma parte weiando Andate para la casa loca no q tanto tenias q estudiar antes jajaja payasa',Agresivo
'entiendo Una mujer representa solo a los progresistas; un hombre a todo ser vivo fósil o partícula elemental Muy bien Moffat Estupenda manera de demostrar ser imbécil ',Agresivo
'Entonces bajemos los senadores y diputados y tendríamos buenas Lucas es una idea no también bajemos la dieta y el impuesto que puso Bachelet a La casa propia lo destinamos a todos a quienes les quieres regalar vivienda te parece Es buen idea no',NoAgresivo
'ENTONCES ERES UNA MALDITA ZORRA MASOQUISTa perdón',Agresivo
'entonces todo fue un juego puta barata vete a la mierda SOLO ME USASTE NO SOY TU JUGUETE',Agresivo
'Entre Guiller y Boric no hacemos ni un cuarto de bogoteado',NoAgresivo
'era mas necesaria una radio a pila que un teléfono satelital en la onemi una burla del gobierno de Bachelet',NoAgresivo
'Eres increíblemente inteligente y me gustaría estar a tu lado este corto tiempo que se nos regala Aprender reír soñar y vivir',NoAgresivo
'Eres la mujer mas asombrosa que he conocido sin duda alguna no te alejes de mi nunca',NoAgresivo
'Eres la mujer mas hermosa y talentosa Que conozco te amo tanto eres muy bella no solo por fuera si no tambien por dentro siempre nos sacas una sonrisa',NoAgresivo
'Eres la persona más asombrosa que he conocido eres una mujer tan fascinante y llena de magia tienes la sonrisa más hermosa que jamás haya visto ',NoAgresivo
'Eres maravillosa y faltan muchas palabras que mereces escuchar pero prefiero dedicarme a ser un hombre de bien para que estés orgulloso de mi ',NoAgresivo
'Eres muy inteligente Denise pero con todo respeto también guapa y distinguida La combinación perfecta',NoAgresivo
'Eres sencillamente maravillosa y todo lo que te deseo es de lo bueno lo mejor Grande Miriam',NoAgresivo
'eres una mujer estupenda palante tu vales muchotu haces lo que te de la gana',NoAgresivo
'Eres una mujer increible Silvia gracias por ser tan bella TE AMO MUCHISIMO SILVIA TE AMO MUCHISIMO MI ARDILLITA VOLADORA',NoAgresivo
'Eres una mujer maravillosa hermosa y no lo digo solo por tu gran belleza física señoritalo digo más que todo por la sencillez y humildad con la que le brindas tu cariño a nosotros lo fanáticos de este bello deporte',NoAgresivo
'Eres una mujer maravillosa llena de luz y alegría Con un corazón inmenso que merece lo mejor de la vida en este nuevo año Gracias por ser tan buena mujer y madre de nuestro hermoso hijo Te amamos ',NoAgresivo
'Eres una mujer maravillosa una madre ejemplar y un ser humano inmensamente hermoso ',NoAgresivo
'Eres una mujer muy afortunada que merece lo mejor del mundo @arizaga_a Todo lo bonito para ti SIEMPRE',NoAgresivo
'ERES UNA PERRA ASQUEROSA INUTIL DE MIERDA RASPUTIA DE MIERDAAAA ME DAS ASCO PENDEJA Y SOLO QUIERO VERTE PENDEJA PUDRIÉNDOTE EN LA CARCEL DESGRACIADA ESCORIA MALPARIAAAAA HIJA DE PUTAAAAA',Agresivo
'Eres una persona a la q admiro tanto eres mi modelo a seguir No solo x la fama sino x la gran mujer q eres lo luchadora q fuiste para alcanzar tus sueños y metas ',NoAgresivo
'Eres una puta barata sin duda alguna',Agresivo
'Eres una vulgarcomo cualquier mujerzuela Que no tienes padre y madre que te corriga',Agresivo
'Eres una zorra asquerosa que merece morir Maldita gente de mierda por su culpa el país está como esta maldita perra',Agresivo
'ERES UNA ZORRA DE MIERDA CIERTO Q ERES CORREISTA X ESO ERES ASÍ ',Agresivo
'Es contrasentido no defender el legado de Bachelet mientras en su Gobierno hablábamos de gratuidad técnico-universitaria hoy hablamos de reprimir estudiantes con Aula Segura Mientras en su Gobierno se planificaban nuevos hospitales hoy Piñera baja recursos a consultorios',NoAgresivo
'es increible lo bellas que pueden ser algunas mujeres o sea no solo bonitas pero DISTINGUIDAS mae caras que te dejan sin palabras literal no y ps no aqui estoy yo solamente existiendo xdd',NoAgresivo
'Es increíble durante todo el proceso de llegada irregular de Haitianos en gbno de Bachelet no levantaron la vozHoy la izquierda hace gárgaras con el vuelo FACH',NoAgresivo
'Es la violencia que te hace falta a ti pero en la cama tonta weona La falta de sexo te tiene hablando estupideces Y es un asesinato mierda por algo borraron el registro o soy yo el que está hablado weás',Agresivo
'Es preparar pizza para tu cuñado y mujer la misma que se acostó con tu marido si la yegua esa y aguan…',Agresivo
'Es que eri una asquerosa culiá ¿te creí bacán por hacer las weás que haci SIDOSA DE MIERDA SARNOSA DAS PENA DESPERDICIO HUMANO ERI MARACA Y ERA irrespetuosa de mierda Yo lo soy con vo porque no se puede ser respetuosa con personas así',Agresivo
'Es que es preciosa me parece una muchacha genial y tiene mucho talento y potencial',NoAgresivo
'es que pa ser hipster tení que ser flaco po siendo una vaca culiá no te podí abrochar el primer botón de la camisa',Agresivo
'Es tan MARAVILLOSA esta mujer que cada vez que abre la boca me hace reír ',NoAgresivo
'es terrible weona y si pensaba que le iba hablar esta entera loca porque ni aunque la viera 10000 veces le hablaría a gente tan hipócrita y miserable',Agresivo
'Es todo su culpa #Bachelet ',NoAgresivo
'Es un gusto apoyarte porque eres una gran conductora actriz y sobre todo una gran mujer ',NoAgresivo
'Es un mujer con talento que baila bien con una estupenda voz que tiene seguridad en ella misma y que sabe montar una buena performance',NoAgresivo
'Es un pobre y triste gueon maricon poco hombre riéndose de su hijo ya la vida te pasará la cuenta desgraciado infiel todo lo que humillaste a tu hijo conchetumadre hijo de perra malo',Agresivo
'Es una canallada como ha tratado parte de la prensa a Boric pero ojalá esto le sirva de ejemplo',NoAgresivo
'es una digna representante de la mujer chilena esforzada una familia maravillosa y lucha por los valores cristianos ',NoAgresivo
'ES UNA FORRA FORRA FORRA FORRA OJALA SE VAYA DELCOLEGIO OJALAA NO VEMGA MAS Y NO TOME UNa puTA PRUEBA QUE MIERDA LE PASA YA TUVIMOS LA INTEGRADORA PERRA PUTA MIERDA FORRA BASURA SORETE pelotuda boluda te odio sucia asquerosa andate del colegio morite no se ',Agresivo
'Es una mujer maleducada sin clase Símbolo de una sociedad en decadencia',NoAgresivo
'es una mujer maravillosa y un ser humano con un corazón que deberíais valorar mucho más ',NoAgresivo
'Es una mujer maravillosa muy inteligente y divertida pero si es ella la repescada esta noche en @masterchef_es  temo mucho por el equilibrio psicológico…',NoAgresivo
'Es una mujer maravillosa talentosa y de quien se aprende a diario sobre la profesión del periodismo Un ejemplo a seguir',NoAgresivo
'Es una mujer muy guapa es bonita la quiero es el amor de mi vida es una mujer de gran corazón',NoAgresivo
'Esa es la verdadera Democracia y el verdadero Espíritu de Caridad que nuestros gobernantes deben aprender Dios bendiga a esta Gran Mujer',NoAgresivo
'Esa perra tomo de nuestra Plata No va a volver a suceder',Agresivo
'Esa prostituta barata Patricia Barral ¿esta en tratamiento psiquiátrico o debe tantos favores q no le importa quedar como la hija de puta K sarnosa q es',Agresivo
'Esa puta perra me ama me quiere enloquecer',Agresivo
'Esa vendedora culiá que se queda afuera del probador y te pregunta ¿cómo te quedo Y te vei como vaca hueona le cortaría las tetas',Agresivo
'Esa weona no tiene dignidad todo chile sabe que se la cagaron con la mitad de las prostitutas caras de brasil y aun sigue con el flaite qliao de valdivia por la billetera del wn',Agresivo
'ESO ES UN HIJUEPUTA CABRÓN MAMABICHO PUERTORIQUEÑO DE MIERDA Y LA MUJER ES IGUAL DE PUTA PERRA ASQUEROSA',Agresivo
'Eso te convierte en la mujer más asombrosa fuerte e independiente que me he cepillado',NoAgresivo
'Esperar que Bachelet haga alguna cosa alguna vez en su vida es como esperar que trabaje Parived',NoAgresivo
'ESPERO NO QUEDE COMO UN LLAMADO DE ATENCIÓN O UNA MULTA ES GRAVE‼️‼️‼️A UNO DE DERECHA YA LO HABRÍAN LINCHADO',NoAgresivo
'Espero que a esta maravillosa mujer le respeten todos los años de trabajo dedicación y cariño en la selección de Chile Conocedora de todos nuestros secretos y penas Nos vemos pronto Tía Alícia',NoAgresivo
'Esta bella orquídea envía todo un mensaje de amor y pasión Evoca a la mujer Sus pétalos y sépalos parecen labios del más perturbador objeto del deseo y del alma contenida en su propio laberinto',NoAgresivo
'ESTA CANCION VA DEDICADA A VO MARACA CULIA QUE ME CAMBIASTE POR UN WEON CON PLATA #Vina2016',Agresivo
'Esta comunista se atreve a amenazar a Bolsonaro  la marxista Bachelet es íntima amiga de Lula defensora de las FARC admiradora de Fidel Chávez y de los genocidas Honecker ex guerrillera y comandante del sanguinario grupo terrorista FMR y la HDLGP habla de DDHH  ',Agresivo
'Esta conchesumadre no puede salirse un poco de sus márgenes de mujer weona-intelectual y tuitear una mierda Como esto',Agresivo
'Esta es la mujer que mas amare en la vida porque es unicaes maravillosaes preciosa por fuera y por dentro ',NoAgresivo
'Esta es la weona loca que tiene una fundacion y que le pide dinero a la gente por twitter Es un peligro pubico esta sra todavia trabaja en @biobio',Agresivo
'Esta es la weona mas tonta que no veía hace muchos añosdesprestigia a las mujeres esta mierda pictwittercom/Q4bp4S8uQH',Agresivo
'ESTA GENTE SIN EDUCACION FUERON APROVECHADAS POR BACHELET Y SU SEQUITO DE DELINCUENTES LO QUE HOY LE DA SU CARGO EN LA ONULA MALDAD POR ESTA SINVERGÜENZA QUE LES VIOLO SUS DDHH CON MENTIRAS Y ENGAÑOSPASANDO POR EL AEROPUERTO CON PERMISO DEL GOBIERNO DE ESTA LACRA',NoAgresivo
'esta loca bibi de weona va a quemar el restaurant',Agresivo
'Esta loca se canso d criticarme x TODAS LAS REDES SOCIALES q era una trola-puta-regalada x subir fotos en ropa interior ahora vas a sus cuentas y no tiene NI UNA foto vestida',Agresivo
'ESTA MARACA CULIA NO SE CANSA WEON TE ENTERRARIA EL FIERRO EN EL CULO ENFERMA CULIA pictwittercom/lAJzflPGYJ',Agresivo
'Esta maraca culiá termina con su pololo y viene corriendo a hablarme qué weá se cree',Agresivo
'Esta maravillosa mujer es doblemente guapa Guapa por fuera pero sobre todo guapa por dentro Podriamos hablar durante horas de los meritos profesionalidad y valores que tiene Maria del Mar  sin embargo su principal cualidad es sencilla es BUENA PERSONA',NoAgresivo
'Esta maravillosa mujer fue Enfermera Jefe n la clínica d mi padre donde nací Después d 56 años nos encontramos n conferencia q yo dictaba para l Voluntariado Nacional M abrazó por minuto eterno y sentido Me dijo q la última vez también m tuvo entre sus brazos como un bebé ',NoAgresivo
'Ésta maravillosa mujer ha demostrando su compromiso con la libertad de Venezuela Estamos agradecidos que le ha dado su justo nombre a los narcodictadores que nos tienen secuestrados',NoAgresivo
'Esta mina siempre metiendose con casados  mira que no me olvido ehhh ahí te das cuenta lo puta barata que es',Agresivo
'esta mujer de mierda me cae sp mal',Agresivo
'Esta mujer es bella por lo dulce y pura que se ve definitivamente para mi es la más bella ',NoAgresivo
'Esta mujer es hermosa dios santo Ya un año de haberla conocido y aún no entiendo su belleza y carisma',NoAgresivo
'Esta mujer es maravillosa le dijo a un chico transexual dios se equivoca con todo el mundo conmigo tb me tenía q haber hecho alta  divina y rubia  que grande es esta mujer Angeles y q corazon ',NoAgresivo
'Esta mujer es maravillosa en el escenario aunque les duela a algunas ratas Jesy Nelson es una mujer con un talento tan versátil canta de la puta madre y baila increíble es el talento en persona',NoAgresivo
'Esta mujer es re intensa sin joder',NoAgresivo
'Esta mujer es realmente mala estúpida y sin escrúpulos El Terrorismo del que habla es terrorismo de estado Asco de persona',Agresivo
'Esta mujer no tine dignidad mira que una persona con pocos recursos no tiene derecho a ponerse biquini ni tomarse una Coca Cola  pero la gente es tonta del culo y clasista',Agresivo
'Esta mujer nunca se puso en pedo y elije el día anterior a las finales nacionales para hacerlo malena te voy a matar',Agresivo
'Esta mujer se hace la mafiosa diciendo que no voy a ir a la joda del viernes',NoAgresivo
'Esta mujer sería 1 estupenda guionista Q barbaridad Y no para de atizar Vaya con Santa Raquel En su casa estará mejor',NoAgresivo
'Esta no le da ni pa #feminazi… es una tonta weona a secas y punto No le suban la categoría',Agresivo
'esta pendeja del orto lo único q hace es hablarle mal de mi a la gente y para mí está re muerta hace tiempo Hacete ver loca de mierda',Agresivo
'Esta perra la encontramos en la calle con su mochila persiguiendo a la producción p…',Agresivo
'esta perra viene a defender a un narcotraficante fuera conchadetumadre perra asquerosa',Agresivo
'Esta tarde colaboro con CITA en un evento para financiar un programa de recuperación emocional para mujeres que han superado el cáncer de mama ',NoAgresivo
'esta weona cree que despues de haberme tratado mal y haber dejado que casi me peguen voy a hablarle bien pfff estai loca weon',Agresivo
'Esta weona si que está loca loca loca internarla yaaa',Agresivo
'Estamos hablando de que les contaron una película maravillosa esa fue Bachelet Los trajo y los dejó botados  Ella dejó un país con 182000 millones de dólares de deuda externa un desastre  Les mintió',NoAgresivo
'Estamos haciendo un taller y mi compañera me pregunta cuál es la 2 y le dije que la B po y la weona me dice “B de vaca” JFKKSKF QUE ESTAI HABLANDO INDECENTE CULIA',Agresivo
'Estan cabrones los tiempos en cuales vivimos ahora mismo No es que no haya respeto hacia la mujer es que no hay respeto hacia la vida hacia el individuo como tal ',NoAgresivo
'Estas mujeres estan como el vino cada ves mas buenas',NoAgresivo
'estas segura maraca culia que catrillanca asalto a las profesoras callate bastarda culiaa',Agresivo
'Este artículo vale más de lo que parece Por lo que dice y por quien lo dice @Mireia_VR es una mujer de los pies a la cabeza Una madre maravillosa Una compañera ejemplar Y además una colega estupenda ',NoAgresivo
'ESTE HDP HABLA COMO SI EL FUESE AJENO A TODO EL DESASTRE SOCIALISTA ',Agresivo
'Este man se volvió mujer para ser lesbiana Maravillosa jugada',NoAgresivo
'Este viaje a Chile me sirvio para confirmar que no hay chilenas lindas Y que todos los hombres son Gary Medel',NoAgresivo
'Estos sacos de w Tanto q hablan de Penta y la UDI por que no hablamos de los aportes reservados en la campaña de Bachelet',Agresivo
'Estoy convencido k si hacemos una votación para decidir si Bachelet renuncia ganaría el si y con mas votos k la misma elección presidencial',NoAgresivo
'Estoy decepcionada de las chilenas las creia tan lindas [ pero no me gusta como estan insultando a los mexicanos osea soy parte de méxico|;',NoAgresivo
'Estoy en eso perra puerca sucia asquerosa',Agresivo
'Estoy muy orgullosa de ti Kimberly eres grande fuerteuna mujer que puede todo y que cumple lo que se propone desde los retos más difíciles asta los mas asquerosos no le hagas caso a los haters tú heres una mujer maravillosa y hermosa te quiero mucho',NoAgresivo
'Estoy obsesionada con la vida de Marie Curie qué maravillosa mujer',NoAgresivo
'estoy pensando en anotarme en la misma carrera de nuevo y la perra seguía y seguía',Agresivo
'Estupenda iniciativa de nuestra universidad privada poniendo en valor a la mujer y priorizando la investigación',NoAgresivo
'Estupenda Janeth mujer guapa valiente la mejor periodista por largo de este País nuestros respetos y apoyo incondicional',NoAgresivo
'Estupenda mujer trabajadora e inteligente no como muchas chupa Sangres comunistas caminantes de la alfombra roja q no si quieran terminaron sus estudios cathy presidente',Agresivo
'Ex ministro de Hacienda de Bachelet afirmó que reforma a pensiones propuesta por el gobierno de Piñera es una vergüenza En mi opinión lo que resulta verdaderamente vergonzoso es el desempeño de Valdes como ministro de finanzas de Chile Puras excusas cero resultado',NoAgresivo
'Excelente el gobierno con el Plan de Retorno Humanitario Los #haitianos fueron traídos engañados durante el gobierno de Bachelet y ahora se les está cumpliendo su deseo volver a su propio país La izquierda quiso acabar con la identidad chilena y no les resultó ',NoAgresivo
'Excelente noticia legado de Bachelet avanza y pinera retrocede ',NoAgresivo
'Explíquenme por favor por qué una mujer deja de ser madre porque su parto sea por cesárea',NoAgresivo
'Falsa traidora traicionera no me hables más',Agresivo
'Falta poco para que la diosa hermosa divina mamasita tierna y adorable que es la maravillosa mujer @danielaacallee cumplá añitooos',NoAgresivo
'Felicidades eternas mujer de corazón sublime Y vayas por tu camino con el viento a favor Y que la suerte siempre roce tu corazón se te quiere un montón',NoAgresivo
'felicidades Señora y distinguida dama Usted merece mucho respeto Porque no necesita de excusas para salir adelante y ser una gran mujer ',NoAgresivo
'Felicitaciones a compañer@s del @prensaPS en su 82°AniversarioVamos junt@s cumpliendo el programa de @NuevaMayoriacl y apoyando a Bachelet',NoAgresivo
'Felicitaciones Ministra @GloriaHutt por salvar miles de vidas con el nuevo límite de velocidad en las ciudades Las ciudades chilenas van a alcanzar los Objetivos Globales de Desarrollo van ser más lindas más saludables y competitivas ',NoAgresivo
'Felicitaciones mujer maravillosa inteligente creyente @MoralesViviane Digna representante de las mujeres Dios te siga usando ',NoAgresivo
'Feliz de acompañar a esta mujer maravillosa y talentosa Margarita Martínez premiada muchas veces en el exterior por sus excelentes documentales No pasó y no pasará nunca la censura Construiremos memoria y reconciliación ',NoAgresivo
'Feliz de estar juntos mi amorde despertar cada día y saber q una mujer maravillosa está a mi lado y me da todo su amorMi bomboncito ',NoAgresivo
'Feliz día a mis dos mamás si dos la que me tuvo y la que me crío Un placer haber sido adoptada por una mujer tan maravillosa y haber estado en el vientre de una que luchó hasta verme en una familia',NoAgresivo
'Feliz día a todas las mujeres excepto a esa perra zorra maraca culia ojalá se le qede metió el tanpom en la choro a la muy wuacha culia',Agresivo
'felíz día mujeres chilenasempeñosas lindas y con el alma llena de sueños besos y abrazos y vamos que se puedecon harto animooo',NoAgresivo
'Feliz con mi Presidenta #Bachelet Cuenta con todo nuestro apoyo para transformar Chile en un mejor pais',NoAgresivo
'Feo feo Sr Boric Engañar a todo un país es miserable por decirlo menos',NoAgresivo
'FLAITE CULIÁ PROMEDIO se jura rica y da vergüenza Se cree por comerse a un cuico come chicle como vaca aún dice oe hermano DA ASCO ',Agresivo
'Flavia culia fea maraca ctm COMO CAMBIAI A UN RUSIO RICO POR UN RUSIO METIZO EGOLATRA Y DESABRIDO pero con respeto ',Agresivo
'Flor de DIPUTADOS No eran estos quienes venian a renovar la política🤔',NoAgresivo
'FRANCIA ES HIPERCOMUNISTA WEONA TONTA',Agresivo
'Frente amplio siempre ha sido un partido político marxista',NoAgresivo
'Fue un tráfico descarado  delante de nuestros ojos nos comenzaron a invadir  llegaban aviones llenos de inmigrantes El PS Bachelet el enano maldito los Je$uitas  todos coludidos  ',Agresivo
'Fueraaa traición de boric al país',NoAgresivo
'Fueran Generales de Ejército a Boric y a Maite Orsini los habrían pasado a retiro',NoAgresivo
'Fueron engañados por MICHELLE BACHELET Y SUS SECUACES Ahora @GobiernodeChile @sebastianpinera TIENEN QUE RETORNARLOS A TODOS Algunos andan perdidos y se quedaron abajo del avión',NoAgresivo
'Fuerte Caída producción industrial y aumento de la cesantia Si esto hubiera pasado con Bachelet ya tendríamos a los milicos en las calles weon ',NoAgresivo
'FUERTE Y CLARO ASESINOS Y PARASITOS mas claro que mejor',NoAgresivo
'fui al cine y una pendeja ql hija e la maraca estuvo spoileando toda la película ojala no te dejen ver tele conchetumare ',Agresivo
'Fulvio Rossi no soporta ver que su ex Maite Orsini haya viajado junto a Boric a Paris ',NoAgresivo
'Gabriel Boric el lunes ya deberia estar siendo investigado por la justicia Camara de Diputados y Contraloria',NoAgresivo
'Gabriel Boric está creando partido político de extrema izquierda para el FA agitando alumnos de universidades',NoAgresivo
'Gabriel Boric nos ha dado una ilustración sobre qué es ser un frenteamplista',NoAgresivo
'Gabriel Boric y Maite Orsini se juntan con 1 asesino y secuestrador confeso en “arrancadita” de un viaje oficial',NoAgresivo
'Gaete culia maraca puta con mi Catita no te metes ¿escuchaste vieja puta CON CUALQUIERA PERO CON ELLA NO',Agresivo
'genial la mesa “soy mujer soy cuidadora principal moderada por una gran profesional ',NoAgresivo
'Giorgio Jackson cuando explicas y te complicas mojate el potitoY di que Boric fue ayudar Salamanca ',NoAgresivo
'Gisel espero que no pienses que voy a hacer tu maldita integradora no vemo en diciembre perra',Agresivo
'Gob de Piñera no tenía relato pero sabía hacer las cosas el Gob de Bachelet tiene relato pero no sabe hacer las cosas',NoAgresivo
'Gracias a estas bellas mujeres por ACEPTAR EL RETO de conocernos y conversar sobre sus problemáticas y las acciones necesarias para consolidar el avance de nuestra #Bucaramanga ',NoAgresivo
'Gracias por esa lucha señora Luz Marina La admiro mucho es una mujer ejemplar fuerte y maravillosa ',NoAgresivo
'Gracias por haber sido esa niña soñadora que nos regaló a esa maravillosa mujer que eres ahora ',NoAgresivo
'Gracias por ser tan única y tan especial happy aniversary baby te amo con mi vida entera',NoAgresivo
'Gracias Presidente @sebastianpinera los costos se los envia a la Señora Bachelet y al Partido Comunista y Socialista',NoAgresivo
'Gran incongruencia de Gabriel Boric Dice que condena crimen de Jaime Guzmán y se junta a conversar con su asesino',NoAgresivo
'grítale por la ventana algo suave como QUE MIRAI PENDEJA RESHUSHETUMARE SI YA SÉ QUE TE GUSTO MARACA CULIA ASÍ QUE SALPICA MIERDA le das las buenas noches cordialmente y sigues en lo tuyo ',Agresivo
'guatona culia aborto de vaca bien ganado te tienes los insultos que te están dando  a ti no mas te gusta insultar por twitt — ',Agresivo
'Guillier #ChaoCabron Eres Hipócrita y Oportunista Aprobaste Energia de 42 a Carbón de Bachelet Tu Propuesta  -Hidroelectricas tus Ecologistas pro Mapuche están en contra -Solares más caras desde 35° Latitud Sacate las Lagañas',NoAgresivo
'Ha sido un verdadero placer conocer a esta gran artista y maravillosa mujer que no tardó en regalarnos sus cinco palabras para nuestros relatos solidarios ',NoAgresivo
'Hablemos claro la vieja tiene cara de perra con hambre de poder y de llegar a robar',Agresivo
'Hablemos mejor de la asombrosa textura de los hombros de esa mujer que ni siquiera se volvió a mirarme hoy en el parque',NoAgresivo
'hablo en serio cuando digo que ningún país me cae mal pero las chilenas son re lindas y bueno consentidas siempre',NoAgresivo
'Hace rato tengo puras ganas de pegarle a una cochina culia Que se mete en lo ajeno Le gusta mis babas parece Maraca sapa y la conchetumare supierai por donde te paso Eri del juanita Pulento vivo a unas ',Agresivo
'hace tiempo que deje de creerle a Bachelet',NoAgresivo
'Hacete cojer puta barata',Agresivo
'Hagi maldita perra asquerosa por qué sos vos la que llora EGOÍSTA DE MIERDA CÓMO TE ODIO ME ODIO GENTE ME ODIO ME ODIO DEMASIADO',Agresivo
'Hago un llamado masivo a que se pida la destitución de @MaiteOrsini y @gabrielboric ',NoAgresivo
'hahhahaha no Bachelet es más masiva es muy gorda ahahhahaha',NoAgresivo
'Hasta cuando a este punga comunacho con corte de pelo de sicario se le permite hacer lo que quiera  ',Agresivo
