A,B
'Cuál novedad Boric pertenecen mundo ultra izquierda justifican terrorismo',NoAgresivo
'cosa diga queda corta amor sos mujer mas asombrosa duda ',NoAgresivo
'Cualquier mujer embarazo parto sabe prestaria salvo caso extrema necesidad ',NoAgresivo
'Bachelet diceNo encuentro justo Estado pague U hijo puedo pagarlose ubica vereda deGolborne Allamand',NoAgresivo
'Cuando creiamos gabrielboric tenia honesto compromiso defensa DDHH enteramos jajaja risa politicos',NoAgresivo
'Cuando caminaba colegio miraba admiraba  Algun dia saludamos ahi empezo historia amor ',NoAgresivo
'Cuando chico profe religion quito mis láminas álbum Digimon recorto pedacitos Kari Nunca más volvio salir faltaron 3 láminas completarlo Ahora habla favor MYRIAM CULIA OLVIDALO NI PERDON NI OLVIDO MARACA',Agresivo
'gordita trataban guatona culiá bajan subian mil gente conozco queria hacian burlas imaginan dolia despues cambio soy maraca culiá demostrar logrado esfuerzo',Agresivo
'Cuando Bachelet calor',NoAgresivo
'Cuando presidenta Michelle Bachelet (de izquierda) nombrada frente Alto Comisionado NNUU sucesor Sebastián Pinera (de derecha) resalto reconocimiento promocion derechos humanos Que distinto poder gente sensata',NoAgresivo
'Cuando más habla violencia mujer ir violadores ninas unico vemos violadores rodean cierran posibilidades criminales victimarios Farc paguen',NoAgresivo
'Cuando llama envidiosa ENVIDIA DE QUE Perra asquerosa No ire sobrada llega sobras falta (ni quiero) tu  BYE',Agresivo
'Cuando mamá habla siento escucho increible mujer asombrosa ',NoAgresivo
'salen aranas boca salen lágrimas negras chorretones ojos imaginad seria tener…',NoAgresivo
'Cuando quieran hago notas xq ningun ustedes sagacidad comprobarles agenda tortolos',NoAgresivo
'Cuando te pase seas victima delito llama PDI reclama fifa tonta weona',Agresivo
'Cuándo tu macho te habla sucio te perra…',Agresivo
'Cuanta plata gasta bachelet brasil capaces costear helicoptero salvar vidas sustento lugarenos',NoAgresivo
'CUIDADO q firma calle salven focas ballenas etc Fraude Amplio acecho captar firmas',NoAgresivo
'Dan ASCO tipos acosan gritando mujeres calle grupos hombres pasan mandando fotos tipas diciendo están Donde está respeto',NoAgresivo
'Daniela Aránguiz Tenis guata llena celulitis guatona culiá Te voy mandar sacar chucha maraca',Agresivo
'De padres talentosisimos nace KarlaGrun voces chilenas mas lindas q oido nevenarmy siganla AHORA aman musica',NoAgresivo
'De veo asombrosa mujer arana recuerdo triste injusta vida',NoAgresivo
'De denuncia Bachelet personalmente personas recibian dinero entrada haitianos pais',NoAgresivo
'De encuesta CEP sacar conclusion Más 90% contrarios Bachelet Twitter',NoAgresivo
'quizás confeso BoricOrsini habia Bitar jueces',NoAgresivo
'De Ripley La UDI exije Bachelet pronuncie derechos Humanos En pais operados estomago aguantamos',NoAgresivo
'De mujer estupenda tendrás quieres mujer inteligente tendrás mereces ',NoAgresivo
'DEBEMOS CONVOCAR A UN PLESBICITO PARA SABER SI ESTE GOBIERNO SIGUE O LO SACAMOS DESDE ĹAS CALLES ',NoAgresivo
'Deberian inahabilitar di puta Camila Ramona Flores está weona loca esquizofrenica galopante corrupta delictual conyuge Percy Marin Core hermana Cynthia Marin condenada x Fraude Fisco RN ',Agresivo
'Debo entender vagina te mujer hombre peluca mujer mujer pelo corto hombre… Que pelotudo hijo mujer viejo',Agresivo
'Decirte hermosa eres mujer fuerte empoderada ama ama plena ESO te bella te admiro te banco',NoAgresivo
'Deeejense huevear Boric fachos culiaos Visiten nueva% amigos asesinos d Punta Peuco sigan intentando sacarlos',Agresivo
'deja agredir mica perra asquerosa recentinda putita fernandez te vos mentirosa resentida aguada das asco mujer ',Agresivo
'Dejando pantallazos tuits Al mencionar Bachelet Soros borrado manana Ni Twitter democrático frente malas artes ultraizquierda',NoAgresivo
'Dejen Patricia Maldonado exprese vieja culiá está vieja gorda vaca Pinochet existeLo unico queda crimenes lesa humanidad vieja CTM',Agresivo
'dEJEN DE DECIRLE BIG HITLER A BH POR LA MIERDA NO TE DAI CUENTA DE QUIEN ES ESE WEON ESTUPIDA CULIA SE NOTA QUE TODAVIA NO CAXAN NI UNA WEA MEJOR PONGANSE A LEER DE HISTORIA Y DEJEN DE WEAR CON CUEA SABEN DE LO QUE ESTAN HABLANDO TONTA WEONA RECONCHETUMAREEEE',Agresivo
'Demasiado carepalo Jose Antonio Kast pedir inhabilidad Gabriel Boric diputado reunirse Palma Salamanca',NoAgresivo
'DesafueroCFK rejas hdp ladrona cuarta asesina sinverguenza ',Agresivo
'Desbloqueame puta barata cositas aclararte video mentiroso mostrando TatoAguilera',Agresivo
'descubri lentamente además mujer bella persona especial profunda Estoy feliz te hayas mostrado ojos Eres mujer estupenda simpática aun mas bella ',NoAgresivo
'Desde rato mujer emocionaba interpretacion Pero trabajo remake americano The kindergarten teacher vuelve simplemente asombrosa ',NoAgresivo
'Desde conoci Saraantunz di mujer habia creado proyecto increible stophaters ',NoAgresivo
'Despues anadieron alquilar uteros personas',NoAgresivo
'Despues d desastres d naturaleza lenta respuesta Gbno Bachelet pienso q 33 mineros habrian muerto',NoAgresivo
'despues te tocado sufrir mujer  centroderecha Yo te aplaudosiempre coherente maravillosa Tan feliz tu resultados Andalucia',NoAgresivo
'destrozando gobiernos duopolio Michelle Bachelet Sebastián Pinera criminal Lobby empresarial modelo capitalista libre mercado responsable grave contaminacion vive Quintero Puchuncavi',NoAgresivo
'Dia Michelle Bachelety seguidorespartio carrera presidencial tds actores desplegados Esperemos carrera c contenido',NoAgresivo
'negra culiá despues habla melisa lol jajaja mina maraca cobarde ',Agresivo
'digamelo cara perra',Agresivo
'Diganle tontos culiaos gobierno Bachelet ayuda necesaria gracias',Agresivo
'Dime andas te dire eres Boric equivoco mareo Orsinipffff',NoAgresivo
'Dios dejado legado mujer Gerda Brown mis pastores recibido ',NoAgresivo
'Dios te bendiga te acompane tu travesia te amo mas',NoAgresivo
'Dios Monica ve cinica ve falsase ve estupenda Pero mujer mundo paralelo vive',NoAgresivo
'Disculpame interrumpir sagrado culpa dejes silencio desconectes wifi dormir loca mierda',Agresivo
'Distinguida honorable dama No mientan pueblo La insurreccion reuniones horarios',NoAgresivo
'DOBLE ESTANDAR Gabriel Boric completamente indignante inaceptable ',NoAgresivo
'DOBLE ESTANDAR Gabriel Boric completamente indignante inaceptable Reunirse asesino profugo justicia',NoAgresivo
'Dos matecitos charla mujer maravillosa',NoAgresivo
'Eeeeeella perra máxima jajajaja ❤️',Agresivo
'Efectivamente esperando nina maravillosa viene mundo gracias extraordinaria mujer familia Una mujer libre motivacion ayudar personasmujer excepcional tu entenderias Adios',NoAgresivo
'Efecto Bolsonaro Aun presidente electo Brasil sentado silla presidencial entro pánico alta esfera chavista dirigencia opositora oficialista hablar progres nivel mundial A Bachelet soponcio',NoAgresivo
'Ej mujer conlleva sistema patriarcal machista clasista hipocrita moralistas colmo pais continente ',NoAgresivo
'El 82% profesores tuvieron alza sueldos Carrera Docente Asi viendo resultados reformas Presidenta Bachelet principio cambios graduales vemos resultados Gracias',NoAgresivo
'El aborto forma violencia mujer Jamás será derecho Es crimen acaba vida nino nacer destruye corazon madre',NoAgresivo
'El acoso laboral representa forma d violencia mujer',NoAgresivo
'El amor tu fuiste eres serás perra',Agresivo
'El apoyo Bachelet Eyzaguirre casos clubes ratifican DT malos resultados Olor gladiolo',NoAgresivo
'El conversador asombrosa inteligencia mirada habla explotar guino libido mujer mio',NoAgresivo
'EL CRECIMIENTO ES BAJO X BACHELET SUS REFORMAS LO CAGARON TODO Y LA ECONOMIA NO PUEDE COMPROMETERSE LA CULPA ES DE LOS HAITIANOS EN SERIO ES CULPA DE ELLOS DE LOS FERIADOS TAMBIEN PERO X ESO ESTAMOS PARA ARREGLAR EL CAOS',Agresivo
'El dia cumplo sueno gracias Bella mujer persona increible puedo mejores abrazos mundo Siempre dire eres mamánager gracias apoyarlos te amo ',NoAgresivo
'El dia lleveis riendas sociedad especie dará salto evolutivo viaje verdadera prosperidad Gracias sois maravillosas',NoAgresivo
'El Diputado Gabriel BORIC renunciar patetica CamaraDiputados ',NoAgresivo
'El Diputado Gabriel BORIC renunciar patetica CamaraDiputados No tolerar gente ampara terrorismo',NoAgresivo
'El engano Bachelet  mano te te quito  ',NoAgresivo
'El presidente Ecuador será encarcelado sale Belgica Solo falta Bachelet',NoAgresivo
'El gusto preocuparse weas bomba d humo canticos d armada q bachelet aun responsable dl 27F',NoAgresivo
'El hombre diga mujer cielo pasar realmente sabe mujer bella hombre afortunado',NoAgresivo
'El hombre sexo mujer romanticismo Solo aceptando diferencias alcanzar intimidad relacion sexual estupenda',NoAgresivo
'El liderazgo femenino innato principio vida Literalmente hombres existeriamos Un orgullo mujeres lideres',NoAgresivo
'El lunes arriar vaca  cachai wea pa chica culia 155  ',Agresivo
'El marxismo corrupto traves Bachelet infiltro FFAA 2006 fecha eligio puso cargos amigos Generales FuenteAlba Villalobos actual Cmdte Jefe Ejercito Ricardo Martinez primo grado',NoAgresivo
'El representa ppcv mujer trabajadora comprometida Torrent tendrá candidata alcaldia equipo recuperar juntos proyecto futuro torrentinos merecen ',NoAgresivo
'nivel intelectuales defienden gabrielboric MaiteOrsini  Solo lumbreras ortografia ',NoAgresivo
'El objetivo ley prevenir erradicar tipo violencia mujeres garantizando derechos impulsando acciones positivas',NoAgresivo
'El partido manana mas tiriton guata Bachelet',Agresivo
'El profe acaba mujeres matemáticas biologicas amiga 22 magister Beaucheff Dentrate viejo ',NoAgresivo
'El psicopata Boric destituido visita Salamanca',Agresivo
'El trabajo maravillosa mujer defensa ninez especialmente abogando menores reclutados forzosamente FARCEPueblo extraordinario invaluable demostrada absoluta inocencia llegarán reconocimientos honores merecidos ',NoAgresivo
'El viaje Francia Gabriel Boric tb invitaciòn cuantos dias mas estuvieron',NoAgresivo
'ELIZABETH COMO SE TE OCURRE DECIR ESO SI ERI LA TIPA MAS LINDA DEL MUNDO TONTA WEONA TE VOY A PEGAR ',Agresivo
'Ella mujer aun más profesional caso periodista está catalogada mejores pais ',NoAgresivo
'inteligente distinguida hermosa feliz vos te representa Sophie dama tambien tendrias envidia',NoAgresivo
'Ella novia amiga amor vida mujer maravillosa perfecta siempte sonreir imagine llegar feliz soy momentos vida espero dios termine jamas duda amo ',NoAgresivo
'realmente mujer hermosa merecido nombre Army',NoAgresivo
'Ella vive obsesionada odian quieren atacar Esa mujer está mal cabeza',NoAgresivo
'Empezamos manana CamaraMedellin evento prácticas genero organizaciones ',NoAgresivo
'En 16 anos pasamos pais hacias filas 4 am conseguir trozo pan tenias tarjeta socialista invento padre Bachelet pais vias desarrollo posicionado Latam estructura hecha',NoAgresivo
'En comparacion más lindas chilenas chilenos feos vasectomia anestesia hecha tramontina',NoAgresivo
'En Matthei comando Bachelet entregarle apoyo ',NoAgresivo
'En Dia No Violencia Contra Mujer necesario pasar conferencias proyectos acciones concretas directas evitar pandemia femenicidios siga quitando valiosas madres hijas Ya basta hora cambiar ',NoAgresivo
'En Dia Internacional Contra Violencia Mujeres reflexionemos gravedad aprobar leyes proveer recursos genuinos aplicacion ',NoAgresivo
'En festival Venecia mujer concursando seccion oficial maravillosa Jennifer Kent creditos proyeccion salia nombre senor gritado puta Menos mal sexismo invento feminista Que bonita vida ',NoAgresivo
'En fondo gabrielboric necesita derecha pinochetista justificarse Sin excusa ',NoAgresivo
'En entrevista LUN Pinera manda Bachelet mujer presidenta |CIERTO',NoAgresivo
'En esencia distinguida educaday excelente anfitriona Una Primera Dama lujoOrgullo arg ',NoAgresivo
'En relacion briila Y estando brillar rodee mujer ensueno Te amo bella ',NoAgresivo
'En razon Boric Ir visitar Pinochet Londres impresentable reunirse Palma Salamanca jajaja',NoAgresivo
'En Edad Media nacer mujer eras hija Diablo culpable inferior 2018 nacer mujer eres maravillosa tu culpa eres victima El oscuro punto interseccion',NoAgresivo
'En tribuna Chile chilenas lindas contratadas algun pais vecino',NoAgresivo
'En Mexico más 47% mujeres victima violencia En ano 2015 registraron promedio 62 asesinatos mujeres dia ',NoAgresivo
'En Navidad mujeres pedian perdon esposos errores cometidos ano No dejemos pierdan costumbres ',NoAgresivo
'En realidad somos pagamos lujos gustitos multas',NoAgresivo
'En tu ultma foto instagram tenes cara puta barata — te pensás subi',Agresivo
'encima imbecil hipocrita jajajaja internate psiquiátrico loca mierda',Agresivo
'ENCONTRE TU DIRECCION Y TU RUT VO MARACA CULIA QUE ME ENGAÑASTE HACE 8 AÑOS ATRAS TE VOY A PITIAR',Agresivo
'Encuentro Boric Orsini Paris pa pobremica',NoAgresivo
'endeudo irresponsable sl pais financiar operadorex politicos MBaChelet ',NoAgresivo
'Enferma loca mierda',Agresivo
'Enserio weona q tarde weiando Andate casa loca q tenias q estudiar jajaja payasa',Agresivo
'entiendo Una mujer representa progresistas hombre vivo fosil particula elemental Muy Moffat Estupenda demostrar imbecil ',Agresivo
'Entonces bajemos senadores diputados tendriamos Lucas idea tambien bajemos dieta impuesto puso Bachelet La casa destinamos quieres regalar vivienda te Es idea',NoAgresivo
'ENTONCES ERES UNA MALDITA ZORRA MASOQUISTa perdon',Agresivo
'juego puta barata vete mierda SOLO ME USASTE NO SOY TU JUGUETE',Agresivo
'Entre Guiller Boric hacemos cuarto bogoteado',NoAgresivo
'mas necesaria radio pila telefono satelital onemi burla gobierno Bachelet',NoAgresivo
'Eres increiblemente inteligente gustaria tu corto tiempo regala Aprender reir sonar vivir',NoAgresivo
'Eres mujer mas asombrosa conocido duda te alejes',NoAgresivo
'Eres mujer mas hermosa talentosa Que conozco te amo eres bella tambien sacas sonrisa',NoAgresivo
'Eres persona más asombrosa conocido eres mujer fascinante llena magia tienes sonrisa más hermosa jamás visto ',NoAgresivo
'Eres maravillosa faltan palabras mereces escuchar prefiero dedicarme hombre estes orgulloso ',NoAgresivo
'Eres inteligente Denise respeto tambien guapa distinguida La combinacion perfecta',NoAgresivo
'Eres sencillamente maravillosa te deseo Grande Miriam',NoAgresivo
'eres mujer estupenda palante tu vales muchotu haces te gana',NoAgresivo
'Eres mujer increible Silvia gracias bella TE AMO MUCHISIMO SILVIA TE AMO MUCHISIMO MI ARDILLITA VOLADORA',NoAgresivo
'Eres mujer maravillosa hermosa digo tu belleza fisica senoritalo digo más sencillez humildad brindas tu carino fanáticos bello deporte',NoAgresivo
'Eres mujer maravillosa llena luz alegria Con corazon inmenso merece vida ano Gracias mujer madre hermoso hijo Te amamos ',NoAgresivo
'Eres mujer maravillosa madre ejemplar humano inmensamente hermoso ',NoAgresivo
'Eres mujer afortunada merece mundo arizagaa Todo bonito ti SIEMPRE',NoAgresivo
'ERES UNA PERRA ASQUEROSA INUTIL DE MIERDA RASPUTIA DE MIERDAAAA ME DAS ASCO PENDEJA Y SOLO QUIERO VERTE PENDEJA PUDRIENDOTE EN LA CARCEL DESGRACIADA ESCORIA MALPARIAAAAA HIJA DE PUTAAAAA',Agresivo
'Eres persona q admiro eres modelo seguir No x fama x mujer q eres luchadora q fuiste alcanzar tus suenos metas ',NoAgresivo
'Eres puta barata duda',Agresivo
'Eres vulgarcomo mujerzuela Que tienes padre madre te corriga',Agresivo
'Eres zorra asquerosa merece morir Maldita gente mierda culpa pais está maldita perra',Agresivo
'ERES UNA ZORRA DE MIERDA CIERTO Q ERES CORREISTA X ESO ERES ASI ',Agresivo
'Es contrasentido defender legado Bachelet Gobierno hablábamos gratuidad tecnicouniversitaria hablamos reprimir estudiantes Aula Segura Mientras Gobierno planificaban hospitales Pinera baja recursos consultorios',NoAgresivo
'increible bellas mujeres bonitas DISTINGUIDAS mae caras te dejan palabras literal ps aqui existiendo xdd',NoAgresivo
'Es increible proceso llegada irregular Haitianos gbno Bachelet levantaron vozHoy izquierda gárgaras vuelo FACH',NoAgresivo
'Es violencia te falta ti cama tonta weona La falta sexo te hablando estupideces Y asesinato mierda borraron registro soy está hablado weás',Agresivo
'Es preparar pizza tu cunado mujer acosto tu marido yegua aguan…',Agresivo
'Es eri asquerosa culiá te crei bacán weás haci SIDOSA DE MIERDA SARNOSA DAS PENA DESPERDICIO HUMANO ERI MARACA Y ERA irrespetuosa mierda Yo soy vo respetuosa personas asi',Agresivo
'Es preciosa muchacha genial talento potencial',NoAgresivo
'pa hipster teni flaco po vaca culiá te podi abrochar boton camisa',Agresivo
'Es MARAVILLOSA mujer abre boca reir ',NoAgresivo
'terrible weona pensaba iba hablar entera loca viera 10000 hablaria gente hipocrita miserable',Agresivo
'Es culpa Bachelet ',NoAgresivo
'Es gusto apoyarte eres conductora actriz mujer ',NoAgresivo
'Es mujer talento baila estupenda voz seguridad sabe montar performance',NoAgresivo
'Es pobre triste gueon maricon hombre riendose hijo vida te pasará desgraciado infiel humillaste tu hijo conchetumadre hijo perra malo',Agresivo
'Es canallada tratado prensa Boric ojalá sirva',NoAgresivo
'digna representante mujer chilena esforzada familia maravillosa lucha valores cristianos ',NoAgresivo
'ES UNA FORRA FORRA FORRA FORRA OJALA SE VAYA DELCOLEGIO OJALAA NO VEMGA MAS Y NO TOME UNa puTA PRUEBA QUE MIERDA LE PASA YA TUVIMOS LA INTEGRADORA PERRA PUTA MIERDA FORRA BASURA SORETE pelotuda boluda te odio sucia asquerosa andate colegio morite ',Agresivo
'Es mujer maleducada clase Simbolo sociedad decadencia',NoAgresivo
'mujer maravillosa humano corazon deberiais valorar más ',NoAgresivo
'Es mujer maravillosa inteligente divertida repescada noche masterchefes  temo equilibrio psicologico…',NoAgresivo
'Es mujer maravillosa talentosa aprende diario profesion periodismo Un seguir',NoAgresivo
'Es mujer guapa bonita quiero amor vida mujer corazon',NoAgresivo
'Esa verdadera Democracia verdadero Espiritu Caridad gobernantes aprender Dios bendiga Gran Mujer',NoAgresivo
'Esa perra tomo Plata No volver suceder',Agresivo
'Esa prostituta barata Patricia Barral tratamiento psiquiátrico tantos favores q importa quedar hija puta K sarnosa q',Agresivo
'Esa puta perra ama enloquecer',Agresivo
'Esa vendedora culiá queda afuera probador te pregunta te quedo Y te vei vaca hueona cortaria tetas',Agresivo
'Esa weona dignidad chile sabe cagaron mitad prostitutas caras brasil aun flaite qliao valdivia billetera wn',Agresivo
'ESO ES UN HIJUEPUTA CABRON MAMABICHO PUERTORIQUEÑO DE MIERDA Y LA MUJER ES IGUAL DE PUTA PERRA ASQUEROSA',Agresivo
'Eso te convierte mujer más asombrosa fuerte independiente cepillado',NoAgresivo
'Esperar Bachelet haga cosa vida esperar trabaje Parived',NoAgresivo
'ESPERO NO QUEDE COMO UN LLAMADO DE ATENCION O UNA MULTA ES GRAVE‼️‼️‼️A UNO DE DERECHA YA LO HABRIAN LINCHADO',NoAgresivo
'Espero maravillosa mujer respeten anos trabajo dedicacion carino seleccion Chile Conocedora secretos penas Nos vemos pronto Tia Alicia',NoAgresivo
'Esta bella orquidea envia mensaje amor pasion Evoca mujer Sus petalos sepalos parecen labios más perturbador objeto deseo alma contenida laberinto',NoAgresivo
'ESTA CANCION VA DEDICADA A VO MARACA CULIA QUE ME CAMBIASTE POR UN WEON CON PLATA Vina2016',Agresivo
'Esta comunista atreve amenazar Bolsonaro  marxista Bachelet intima amiga Lula defensora FARC admiradora Fidel Chávez genocidas Honecker guerrillera comandante sanguinario grupo terrorista FMR HDLGP habla DDHH  ',Agresivo
'Esta conchesumadre salirse márgenes mujer weonaintelectual tuitear mierda Como',Agresivo
'Esta mujer mas amare vida unicaes maravillosaes preciosa ',NoAgresivo
'Esta weona loca fundacion pide dinero gente twitter Es peligro pubico sra todavia trabaja biobio',Agresivo
'Esta weona mas tonta veia anosdesprestigia mujeres mierda pictwittercom/Q4bp4S8uQH',Agresivo
'ESTA GENTE SIN EDUCACION FUERON APROVECHADAS POR BACHELET Y SU SEQUITO DE DELINCUENTES LO QUE HOY LE DA SU CARGO EN LA ONULA MALDAD POR ESTA SINVERGUENZA QUE LES VIOLO SUS DDHH CON MENTIRAS Y ENGAÑOSPASANDO POR EL AEROPUERTO CON PERMISO DEL GOBIERNO DE ESTA LACRA',NoAgresivo
'loca bibi weona quemar restaurant',Agresivo
'Esta loca canso d criticarme x TODAS LAS REDES SOCIALES q trolaputaregalada x subir fotos ropa interior vas cuentas NI UNA foto vestida',Agresivo
'ESTA MARACA CULIA NO SE CANSA WEON TE ENTERRARIA EL FIERRO EN EL CULO ENFERMA CULIA pictwittercom/lAJzflPGYJ',Agresivo
'Esta maraca culiá termina pololo viene corriendo hablarme weá cree',Agresivo
'Esta maravillosa mujer doblemente guapa Guapa guapa Podriamos hablar horas meritos profesionalidad valores Maria Mar  principal cualidad sencilla BUENA PERSONA',NoAgresivo
'Esta maravillosa mujer Enfermera Jefe n clinica d padre naci Despues d 56 anos encontramos n conferencia q dictaba l Voluntariado Nacional M abrazo minuto eterno sentido Me q ultima tambien m brazos bebe ',NoAgresivo
'Esta maravillosa mujer demostrando compromiso libertad Venezuela Estamos agradecidos justo nombre narcodictadores secuestrados',NoAgresivo
'Esta mina metiendose casados  mira olvido ehhh ahi te das puta barata',Agresivo
'mujer mierda cae sp mal',Agresivo
'Esta mujer bella dulce pura ve definitivamente más bella ',NoAgresivo
'Esta mujer hermosa dios santo Ya ano haberla conocido aun entiendo belleza carisma',NoAgresivo
'Esta mujer maravillosa chico transexual dios equivoca mundo conmigo tb tenia q alta  divina rubia  grande mujer Angeles q corazon ',NoAgresivo
'Esta mujer maravillosa escenario duela ratas Jesy Nelson mujer talento versátil canta puta madre baila increible talento persona',NoAgresivo
'Esta mujer re intensa joder',NoAgresivo
'Esta mujer realmente mala estupida escrupulos El Terrorismo habla terrorismo estado Asco persona',Agresivo
'Esta mujer tine dignidad mira persona recursos derecho ponerse biquini tomarse Coca Cola  gente tonta culo clasista',Agresivo
'Esta mujer puso pedo elije dia finales nacionales malena te voy matar',Agresivo
'Esta mujer mafiosa diciendo voy ir joda viernes',NoAgresivo
'Esta mujer seria 1 estupenda guionista Q barbaridad Y atizar Vaya Santa Raquel En casa estará',NoAgresivo
'Esta pa feminazi… tonta weona secas punto No suban categoria',Agresivo
'pendeja orto unico q hablarle mal gente está re muerta tiempo Hacete loca mierda',Agresivo
'Esta perra encontramos calle mochila persiguiendo produccion p…',Agresivo
'perra viene defender narcotraficante conchadetumadre perra asquerosa',Agresivo
'Esta tarde colaboro CITA evento financiar programa recuperacion emocional mujeres superado cáncer mama ',NoAgresivo
'weona cree despues haberme tratado mal dejado peguen voy hablarle pfff estai loca weon',Agresivo
'Esta weona está loca loca loca internarla yaaa',Agresivo
'Estamos hablando contaron pelicula maravillosa Bachelet Los trajo dejo botados  Ella dejo pais 182000 millones dolares deuda externa desastre  Les mintio',NoAgresivo
'Estamos taller companera pregunta cuál 2 dije B po weona B vaca JFKKSKF QUE ESTAI HABLANDO INDECENTE CULIA',Agresivo
'Estan cabrones tiempos vivimos No respeto mujer respeto vida individuo ',NoAgresivo
'Estas mujeres estan vino ves mas',NoAgresivo
'segura maraca culia catrillanca asalto profesoras callate bastarda culiaa',Agresivo
'Este articulo vale más Por MireiaVR mujer pies cabeza Una madre maravillosa Una companera ejemplar Y además colega estupenda ',NoAgresivo
'ESTE HDP HABLA COMO SI EL FUESE AJENO A TODO EL DESASTRE SOCIALISTA ',Agresivo
'Este man volvio mujer lesbiana Maravillosa jugada',NoAgresivo
'Este viaje Chile sirvio confirmar chilenas lindas Y hombres Gary Medel',NoAgresivo
'Estos sacos w Tanto q hablan Penta UDI hablamos aportes reservados campana Bachelet',Agresivo
'Estoy convencido k hacemos votacion decidir Bachelet renuncia ganaria mas votos k eleccion presidencial',NoAgresivo
'Estoy decepcionada chilenas creia lindas [ gusta estan insultando mexicanos osea soy mexico|',NoAgresivo
'Estoy perra puerca sucia asquerosa',Agresivo
'Estoy orgullosa ti Kimberly eres grande fuerteuna mujer cumple propone retos más dificiles asta mas asquerosos hagas caso haters tu heres mujer maravillosa hermosa te quiero',NoAgresivo
'Estoy obsesionada vida Marie Curie maravillosa mujer',NoAgresivo
'pensando anotarme carrera perra seguia seguia',Agresivo
'Estupenda iniciativa universidad privada poniendo valor mujer priorizando investigacion',NoAgresivo
'Estupenda Janeth mujer guapa valiente periodista largo Pais respetos apoyo incondicional',NoAgresivo
'Estupenda mujer trabajadora inteligente chupa Sangres comunistas caminantes alfombra roja q quieran terminaron estudios cathy presidente',Agresivo
'Ex ministro Hacienda Bachelet afirmo reforma pensiones propuesta gobierno Pinera verguenza En opinion resulta verdaderamente vergonzoso desempeno Valdes ministro finanzas Chile Puras excusas cero resultado',NoAgresivo
'Excelente gobierno Plan Retorno Humanitario Los haitianos traidos enganados gobierno Bachelet está cumpliendo deseo volver pais La izquierda quiso acabar identidad chilena resulto ',NoAgresivo
'Excelente noticia legado Bachelet avanza pinera retrocede ',NoAgresivo
'Expliquenme favor mujer deja madre parto cesárea',NoAgresivo
'Falsa traidora traicionera hables más',Agresivo
'Falta diosa hermosa divina mamasita tierna adorable maravillosa mujer danielaacallee cumplá anitooos',NoAgresivo
'Felicidades eternas mujer corazon sublime Y vayas tu camino viento favor Y suerte roce tu corazon te monton',NoAgresivo
'felicidades Senora distinguida dama Usted merece respeto Porque necesita excusas salir mujer ',NoAgresivo
'Felicitaciones companers prensaPS 82AniversarioVamos junts cumpliendo programa NuevaMayoriacl apoyando Bachelet',NoAgresivo
'Felicitaciones Ministra GloriaHutt salvar miles vidas limite velocidad ciudades Las ciudades chilenas alcanzar Objetivos Globales Desarrollo más lindas más saludables competitivas ',NoAgresivo
'Felicitaciones mujer maravillosa inteligente creyente MoralesViviane Digna representante mujeres Dios te siga usando ',NoAgresivo
'Feliz acompanar mujer maravillosa talentosa Margarita Martinez premiada exterior excelentes documentales No paso pasará censura Construiremos memoria reconciliacion ',NoAgresivo
'Feliz juntos amorde despertar dia saber q mujer maravillosa está amorMi bomboncito ',NoAgresivo
'Feliz dia mis mamás crio Un placer adoptada mujer maravillosa estado vientre lucho verme familia',NoAgresivo
'Feliz dia mujeres excepto perra zorra maraca culia ojalá qede metio tanpom choro wuacha culia',Agresivo
'feliz dia mujeres chilenasempenosas lindas alma llena suenos besos abrazos puedecon harto animooo',NoAgresivo
'Feliz Presidenta Bachelet Cuenta apoyo transformar Chile pais',NoAgresivo
'Feo feo Sr Boric Enganar pais miserable decirlo',NoAgresivo
'FLAITE CULIA PROMEDIO jura rica verguenza Se cree comerse cuico come chicle vaca aun oe hermano DA ASCO ',Agresivo
'Flavia culia fea maraca ctm COMO CAMBIAI A UN RUSIO RICO POR UN RUSIO METIZO EGOLATRA Y DESABRIDO respeto ',Agresivo
'Flor DIPUTADOS No venian renovar politica🤔',NoAgresivo
'FRANCIA ES HIPERCOMUNISTA WEONA TONTA',Agresivo
'Frente amplio partido politico marxista',NoAgresivo
'Fue tráfico descarado  delante ojos comenzaron invadir  llegaban aviones llenos inmigrantes El PS Bachelet enano maldito Je$uitas  coludidos  ',Agresivo
'Fueraaa traicion boric pais',NoAgresivo
'Fueran Generales Ejercito Boric Maite Orsini habrian retiro',NoAgresivo
'Fueron enganados MICHELLE BACHELET Y SUS SECUACES Ahora GobiernodeChile sebastianpinera TIENEN QUE RETORNARLOS A TODOS Algunos andan perdidos quedaron abajo avion',NoAgresivo
'Fuerte Caida produccion industrial aumento cesantia Si hubiera Bachelet tendriamos milicos calles weon ',NoAgresivo
'FUERTE Y CLARO ASESINOS Y PARASITOS mas claro',NoAgresivo
'fui cine pendeja ql hija maraca spoileando pelicula ojala te dejen tele conchetumare ',Agresivo
'Fulvio Rossi soporta Maite Orsini viajado Boric Paris ',NoAgresivo
'Gabriel Boric lunes deberia investigado justicia Camara Diputados Contraloria',NoAgresivo
'Gabriel Boric está creando partido politico extrema izquierda FA agitando alumnos universidades',NoAgresivo
'Gabriel Boric ilustracion frenteamplista',NoAgresivo
