A,B
'Claro_rg que_cs si_cs Sabias_np00000 palabras_nc0p000 El_da0000 odio_nc0s000 al_sp000 hombre_nc0s000 es_vsip000 viral_nc0s000 y_cc no_rn es_vsip000 justo_aq0000 Los_da0000 hombres_nc0p000 condenamos_vmip000 las_da0000 bestias_nc0p000 maltratan_vmip000 sean_vssp000 del_sp000 sexo_nc0s000 que_pr000000 sea_vssp000 ',NoAgresivo
'Comision_nc0s000 de_sp000 Eticaeso_np00000 quedará_vmif000 en_sp000 NADA_pi000000 Estas_vmip000 mierdas_nc0p000 hacen_vmip000 lo_da0000 q_pr000000 quieren_vmip000 nadie_pi000000 los_pp000000 controla_vmip000 ',NoAgresivo
'Como_cs asi_aq0000 es_vsip000 posible_aq0000 tener_vmn0000 novia_nc0s000 y_cc no_rn pensar_vmn0000 que_cs es_vsip000 la_da0000 mujer_nc0s000 mas_rg hermosa_aq0000 y_cc maravillosa_aq0000 del_sp000 universo_nc0s000 ',NoAgresivo
'Como_cs eres_vsip000 TAN_rg CONCHETUMADRE_sp000 PERRA_nc00000 DE_sp000 MIERDA_np00000 ',Agresivo
'Como_cs esta_dd0000 mina_nc0s000 le_pp000000 estuvo_vmis000 chupando_vmg0000 las_da0000 medias_nc0p000 a_sp000 la_da0000 Bachelet_np00000 4_z0 anos_nc0p000 pense_aq0000 que_pr000000 se_p0000000 la_pp000000 llevaria_vmic000 a_sp000 la_da0000 onu_np00000 ',NoAgresivo
'Como_pt000000 le_pp000000 duele_vmip000 al_sp000 mundo_nc0s000 zurdeque_vmsp000 que_cs aparte_rg de_sp000 la_da0000 despedida_nc0s000 digna_aq0000 -LRB-_np00000 de_sp000 dia_nc0s000 y_cc bajo_sp000 condiciones_nc0p000 claras_aq0000 -RRB-_np00000 los_da0000 Haitianos_nc0p000 se_p0000000 vean_vmm0000 felices_aq0000 de_sp000 salir_vmn0000 de_sp000 un_di0000 pais_nc0s000 al_sp000 que_cs se_p0000000 les_pp000000 trajo_vmis000 enganados_aq0000 a_sp000 sufrir_vmn0000 La_da0000 alegria_nc0s000 de_sp000 partir_vmn0000 es_vsip000 prueba_nc0s000 del_sp000 fracasado_vmp0000 plan_nc0s000 migratorio_aq0000 de_sp000 Bachelet_np00000 ',Agresivo
'Como_cs lo_pp000000 senalamos_vmip000 el_da0000 primer_ao0000 dia_nc0s000 el_da0000 Dip_np00000 gabrielboric_aq0000 cometio_vmis000 una_di0000 tremenda_aq0000 imprudencia_nc0s000 pero_cc el_da0000 gobierno_nc0s000 no_rn asume_vmip000 el_da0000 problema_nc0s000 ',NoAgresivo
'Como_cs me_p0000000 encantaria_vmic000 encontrar_vmn0000 una_di0000 mujer_nc0s000 que_pr000000 me_pp000000 culie_vmsp000 asi_aq0000 ',Agresivo
'Como_pt000000 mienten_vmip000 estos_pd000000 desgraciados_aq0000 No_rn son_vsip000 capaces_aq0000 de_sp000 reconocer_vmn0000 que_cs Michelle_np00000 Bachelet_np00000 trajo_vmis000 enganados_aq0000 a_sp000 los_da0000 haitianos_nc0p000 despues_rg de_sp000 dejar_vmn0000 a_sp000 Chile_np00000 con_sp000 una_di0000 deuda_nc0s000 externa_aq0000 de_sp000 182000_dn0000 millones_nc0p000 de_sp000 dolares_zm Que_pr000000 agradezcan_vmsp000 al_sp000 Presidente_np00000 sebastianpinera_aq0000 que_cs pudo_vmis000 llevarlos_vmg0000 de_sp000 vuelta_nc0s000 ',NoAgresivo
'Como_cs no_rn te_pp000000 vas_vmip000 a_sp000 sentir_vmn0000 bien_rg perra_np00000 si_cs tienes_vmip000 cara_nc0s000 de_sp000 pug_nc0s000 y_cc cuerpo_nc0s000 de_sp000 chihuahueno_nc0s000 hija_nc0s000 de_sp000 tu_dp0000 puta_nc0s000 madre_nc0s000 ',Agresivo
'COMO_sp000 PODI_np00000 SER_np00000 TAN_rg CABEZA_vmip000 HUECA_rg MARACA_di0000 CULIA_np00000 OJALA_np00000 TE_pp000000 ATROPELLE_vmm0000 UN_di0000 CAMION_nc0s000 A_sp000 VER_vmn0000 SI_cs GUSTA_vmip000 MilagrosBravo06_pp000000 BESITOS_np00000 ',Agresivo
'Como_cs pudieron_vmis000 los_da0000 panistas_aq0000 no_rn valorar_vmn0000 a_sp000 esta_dd0000 maravillosa_aq0000 mujer_nc0s000 y_cc dejarla_np00000 ir_vmn0000 Bien_rg por_sp000 la_da0000 tia_nc0s000 tatis_aq0000 saludos_i ',NoAgresivo
'Como_cs puede_vmip000 existir_vmn0000 gente_nc0s000 que_pr000000 piense_vmsp000 como_cs esta_vmip000 tonta_nc0s000 weona_nc0s000 Cuando_cs 4_z0 personas_nc0p000 te_p0000000 aborden_vmsp000 te_pp000000 roben_vmsp000 te_p0000000 violen_vmm0000 te_pp000000 golpeen_vmsp000 hasta_sp000 aburrirse_vmn0000 me_pp000000 cuentas_nc0p000 si_cs sigues_vmip000 viendo_vmg0000 tu_pp000000 y_cc otros_pi000000 civiles_aq0000 algo_pi000000 de_sp000 abuso_nc0s000 en_sp000 lo_da0000 que_pr000000 hizo_vmis000 el_da0000 detective_np00000 Anda_np00000 a_sp000 un_di0000 psiquiatra_nc0s000 tonta_aq0000 weona_nc0s000 ',Agresivo
'Como_pt000000 que_cs represion_nc0s000 tonta_aq0000 weona_vmip000 mira_vmm0000 como_cs queman_np00000 todo_di0000 bastaste_nc0s000 weona_vmip000 tu_dp0000 publicacion_nc0s000 porque_cs no_rn muestras_nc0p000 todo_pi000000 ..._fs ',Agresivo
'Como_cs se_p0000000 le_pp000000 ocurre_vmip000 a_sp000 la_da0000 Senora_np00000 Tintori_np00000 pedir_vmn0000 que_cs venga_vmsp000 a_sp000 Venezuela_np00000 la_da0000 vieja_nc0s000 comunista_aq0000 parcializada_aq0000 de_sp000 la_da0000 Bachelet_np00000 Con_sp000 razon_nc0s000 nadie_pi000000 la_pp000000 toma_vmip000 en_sp000 serio_aq0000 ',Agresivo
'Comparte_vmip000 tus_dp0000 nalgas_nc0p000 y_cc devuelve_vmm0000 lo_da0000 robado_vmp0000 perra_np00000 Asquerosa_np00000 prostituta_nc0s000 de_sp000 las_da0000 correista_nc0s000 Mataste_np00000 a_sp000 tu_dp0000 mozo_nc0s000 para_sp000 robarle_vmif000 todo_di0000 Pero_cc pronto_rg estarás_vmif000 presa_nc0s000 zorra_np00000 ',Agresivo
'Comparto_vmip000 los_da0000 dichos_aq0000 de_sp000 Bachelet_np00000 sobre_sp000 la_da0000 preocupacion_nc0s000 que_pr000000 genera_vmip000 la_da0000 eleccion_nc0s000 de_sp000 Bolsonaro_aq0000 para_sp000 el_da0000 respeto_nc0s000 de_sp000 los_da0000 DDHH_np00000 Ahora_rg x_sp000 la_da0000 misma_di0000 razon_nc0s000 creo_vmip000 que_cs seria_vsic000 muy_rg oportuno_aq0000 un_di0000 viaje_nc0s000 suyo_dp0000 a_sp000 Venezuela_np00000 y_cc Nicaragua_np00000 donde_cs hay_vmip000 una_di0000 gravisima_nc0s000 situacion_nc0s000 de_sp000 DDHH_np00000 ',NoAgresivo
'Con_sp000 enorme_aq0000 gusto_nc0s000 y_cc agradecimiento_nc0s000 recibi_vmsp000 de_sp000 parte_nc0s000 del_sp000 Consejo_np00000 de_sp000 Juristas_np00000 del_sp000 Estado_np00000 y_cc la_da0000 Fundacion_np00000 Lupita_np00000 la_da0000 presea_nc0s000 Gran_aq0000 mujer_nc0s000 de_sp000 Morelos_np00000 2018_w ',NoAgresivo
'Con_sp000 la_da0000 gravedad_nc0s000 y_cc doloroso_aq0000 sufrimiento_nc0s000 d_sp000 nuestro_dp0000 compatriotas_nc0p000 d_sp000 CasaBlanca_np00000 por_sp000 el_da0000 voraz_aq0000 incendio_nc0s000 espero_vmip000 q_cs Bachelet_np00000 suspenda_vmip000 sus_dp0000 vacaciones_nc0p000 ',NoAgresivo
'CON_sp000 LOS_da0000 ABUELITOS_nc0p000 NO_rn PERRA_vmip000 CONCHETUMADRE_w ',Agresivo
'Con_sp000 mi_dp0000 perra_np00000 no_rn vieja_aq0000 conchetumadre_np00000 Va_vmip000 a_sp000 quedar_vmn0000 la_da0000 cagá_nc0s000 ',Agresivo
'Con_sp000 nuestro_dp0000 dinero_nc0s000 se_p0000000 dan_vmip000 lujos_nc0p000 validando_vmg0000 al_sp000 asesino_nc0s000 del_sp000 Senador_nc0s000 Jaime_np00000 Guzmán_np00000 ',NoAgresivo
'Con_sp000 politicos_aq0000 de_sp000 esta_dd0000 calana_nc0s000 mal_rg pronostico_aq0000 para_sp000 el_da0000 pa'is_np00000 ',NoAgresivo
'Con_sp000 que_pr000000 cara_nc0s000 de_sp000 placer_nc0s000 mira_vmip000 mi_dp0000 mujer_nc0s000 mi_dp0000 polla_nc0s000 que_pr000000 zorra_vmsp000 es_vsip000 ',Agresivo
'Con_sp000 que_dt0000 salio_vmis000 un_di0000 HDP_nc0n000 diciendole_vmg0000 a_sp000 una_di0000 senora_nc0s000 que_cs tuviera_vmsi000 cuidado_nc0s000 porque_cs antes_rg de_sp000 madre_nc0s000 era_vsii000 mujer_nc0s000 com_i ..._fs ',Agresivo
'con_sp000 quien_pr000000 te_pp000000 estoy_vmip000 cagando_vmg0000 tonta_aq0000 weona_nc0s000 tengo_vmip000 ojos_nc0p000 para_sp000 ti_pp000000 ',Agresivo
'con_sp000 todo_di0000 el_da0000 respeto_nc0s000 que_pr000000 te_pp000000 mereces_aq0000 eres_vsip000 una_di0000 perra_np00000 asquerosa_aq0000 ',Agresivo
'Con_sp000 ustedes_pp000000 el_da0000 cara_nc0s000 de_sp000 mono_nc0s000 feo_aq0000 y_cc la_da0000 conchetumadre_nc0s000 de_sp000 Tobal_np00000 Una_di0000 madre_nc0s000 perra_np00000 culia_np00000 que_pr000000 se_pp000000 las_pp000000 da_vmip000 de_sp000 troll_nc0s000 en_sp000 Twitter_np00000 webiando_vmg0000 a_sp000 hinchas_nc0p000 de_sp000 ColoColo_np00000 Si_cs con_sp000 esa_dd0000 carita_nc0s000 se_p0000000 da_vmip000 el_da0000 lujo_nc0s000 de_sp000 andar_vmn0000 webiando_vmg0000 Además_rg lo_da0000 puteas_aq0000 y_cc bloquea_vmip000 el_da0000 feo_aq0000 re_nc0s000 culiao_aq0000 No_rn le_pp000000 compren_vmsp000 ',Agresivo
'Conchatumadre_i tonta_nc0s000 weona_nc0s000 pudrete_nc0s000 ',Agresivo
'Conchetumadre_np00000 perra_np00000 culiá_vmm0000 te_pp000000 odio_nc0s000 ',Agresivo
'Condenaremos_vmif000 cada_di0000 accion_nc0s000 cada_di0000 palabra_nc0s000 que_pr000000 denigre_vmsp000 la_da0000 valiosa_aq0000 integridad_nc0s000 de_sp000 las_da0000 mujeres_nc0p000 No_rn a_sp000 la_da0000 violencia_nc0s000 contra_sp000 la_da0000 mujer_nc0s000 ',NoAgresivo
'CONMIGO_vmip000 NO_rn PERRA_vmip000 CONCHETUMADRE_sp000 CONMIGO_vmii000 NO_rn ',Agresivo
'Conozco_vmip000 a_sp000 mujeres_nc0p000 que_pr000000 dejaron_vmis000 el_da0000 maquillaje_nc0s000 atrás_rg desde_sp000 que_cs se_p0000000 dieron_vmis000 cuenta_nc0s000 de_sp000 que_cs no_rn cubria_vmii000 la_da0000 tristeza_nc0s000 desde_sp000 entonces_rg lucen_vmip000 más_rg bellas_aq0000 ',NoAgresivo
'Consternada_aq0000 por_sp000 el_da0000 fallecimiento_nc0s000 de_sp000 Carmen_np00000 Alborch_np00000 Era_vsii000 una_di0000 mujer_nc0s000 maravillosa_aq0000 a_sp000 la_da0000 que_pr000000 apreciaba_vmii000 sinceramente_rg Un_di0000 abrazo_nc0s000 a_sp000 los_da0000 suyos_dp0000 y_cc a_sp000 sus_dp0000 companeros_nc0p000 del_sp000 PSOE_np00000 ',NoAgresivo
'Contentos_i están_vmip000 por_sp000 los_da0000 invasores_nc0p000 haitianos_aq0000 sus_dp0000 complices_nc0p000 y_cc la_da0000 nefasta_aq0000 Bachelet_np00000 la_da0000 antigua_aq0000 y_cc nueva_aq0000 izquierda_nc0s000 los_da0000 jesuitas_nc0p000 las_da0000 ong_nc0s000 jode_vmm0000 pais_nc0s000 LAW_np00000 linea_aq0000 aerea_nc0s000 fraudulenta_aq0000 los_da0000 proinmigrantes_aq0000 blandengues_nc0p000 las_da0000 autoridades_nc0p000 haitianas_aq0000 q_pr000000 se_p0000000 deshacen_vmip000 de_sp000 sus_dp0000 cachos_nc0p000 y_cc superocho_nc0s000 ',Agresivo
'Continuamos_vmip000 con_sp000 la_da0000 estrategia_nc0s000 de_sp000 promocion_nc0s000 de_sp000 la_da0000 autonomia_nc0s000 economica_aq0000 para_sp000 las_da0000 mujeres_nc0p000 de_sp000 Medellin_np00000 ',NoAgresivo
'Copa_np00000 America_np00000 |_fz Que_pr000000 innecesario_aq0000 lo_da0000 de_sp000 Bachelet_np00000 Presidenta_np00000 oportunista_aq0000 mejor_rg arregle_vmip000 la_da0000 educacion_nc0s000 ',NoAgresivo
'Correcto_aq0000 y_cc saben_vmip000 porque_cs porque_cs la_da0000 derecha_nc0s000 es_vsip000 timorata_nc0s000 y_cc solo_rg quieren_vmip000 seguir_vmn0000 sentados_aq0000 en_sp000 el_da0000 congreso_nc0s000 ganando_vmg0000 sueldo_nc0s000 ',NoAgresivo
'cosa_nc0s000 de_sp000 minutos_nc0p000 para_sp000 que_cs Boric_np00000 y_cc Orsini_np00000 sinceren_vmip000 su_dp0000 relacion_nc0s000 sentimentalRossi_np00000 llora_vmip000 desconsolado_nc0s000 ',NoAgresivo
'Coti_np00000 carita_np00000 de_sp000 loca_aq0000 Camilo_np00000 tenia_vmii000 su_dp0000 extracto_nc0s000 de_sp000 filiacion_nc0s000 limpio_aq0000 La_da0000 weona_nc0s000 y_cc la_da0000 enferma_nc0s000 parece_vmip000 que_cs es_vsip000 otra_pi000000 en_sp000 este_dd0000 hilo_nc0s000 que_cs mente_nc0s000 más_rg rara_aq0000 la_da0000 tuya_px000000 Ojalá_i nunca_rg ejerzas_nc0p000 como_cs medico_nc0s000 eres_vsip000 un_di0000 peligro_nc0s000 ',Agresivo
'Creo_vmip000 en_sp000 mujeres_nc0p000 y_cc hombres_nc0p000 en_sp000 cualquiera_pi000000 de_sp000 sus_dp0000 formas_nc0p000 no_rn en_sp000 la_da0000 feminizacion_nc0s000 del_sp000 hombre_nc0s000 ni_cc en_sp000 la_da0000 masculinizacion_nc0s000 de_sp000 la_da0000 mujer_nc0s000 y_cc mucho_rg menos_rg en_sp000 cualquiera_pi000000 de_sp000 sus_dp0000 ismos_nc0p000 ',NoAgresivo
'Crestano_np00000 habia_vmii000 visto_aq0000 las_da0000 imágenes_nc0p000 d_sp000 la_da0000 MIERDA_np00000 d_sp000 mujer_nc0s000 esa_dd0000 q_cs no_rn merece_vmip000 llamarse_aq0000 nana_nc0s000 Q_pr000000 impotencia_nc0s000 yo_pp000000 le_pp000000 saco_vmip000 la_da0000 cresta_nc0s000 Maldita_np00000 ',Agresivo
'CTMvuelve_vmm0000 al_sp000 colegio_nc0s000 tienes_vmip000 retraso_nc0s000 mentalESTUPIDA_np00000 DE_sp000 MIERDA_np00000 WN_np00000 Si_cs no_rn fuera_vssi000 por_sp000 los_da0000 mapuchesNi_np00000 chalecos_aq0000 sabrian_vmic000 tejer_vmn0000 en_sp000 Chile_np00000 wn_nc0s000 Habriamos_vaii000 tenido_vmp0000 q_cs pagarle_vmsp000 el_da0000 sueldo_nc0s000 a_sp000 un_di0000 parásito_nc0s000 de_sp000 reyY_np00000 si_cs bien_rg no_rn estamos_vmip000 tan_rg bien_rg como_cs PaisPodemos_vmip000 eligir_vmn0000 sin_sp000 presiones_nc0p000 Tonta_aq0000 weona_vmip000 ',Agresivo
'Cual_np00000 es_vsip000 el_da0000 aporte_nc0s000 de_sp000 esta_dd0000 weona_nc0s000 a_sp000 la_da0000 sociedad_nc0s000 Dividir_aq0000 aun_rg más_rg el_da0000 pais_nc0s000 Tonta_aq0000 culia_vmip000 ',Agresivo
'Cuál_pt000000 es_vsip000 la_da0000 novedad_nc0s000 de_sp000 Boric_np00000 pertenecen_vmip000 a_sp000 un_di0000 mundo_nc0s000 ultra_aq0000 izquierda_nc0s000 donde_pr000000 justifican_vmip000 al_sp000 terrorismo_nc0s000 ',NoAgresivo
'cualquier_di0000 cosa_nc0s000 que_cs diga_vmsp000 se_p0000000 queda_vmip000 corta_aq0000 mi_dp0000 amor_nc0s000 sos_vsip000 la_da0000 mujer_nc0s000 mas_rg asombrosa_aq0000 que_cs existe_vmip000 sin_sp000 duda_nc0s000 ',NoAgresivo
'Cualquier_di0000 mujer_nc0s000 que_pr000000 haya_vasp000 pasado_vmp0000 por_sp000 un_di0000 embarazo_nc0s000 y_cc un_di0000 parto_nc0s000 sabe_vmip000 que_cs ninguna_pi000000 se_p0000000 prestaria_vmic000 a_sp000 hacerlo_nc0s000 para_sp000 otros_di0000 salvo_aq0000 caso_nc0s000 de_sp000 extrema_aq0000 necesidad_nc0s000 ',NoAgresivo
'cuando_cs Bachelet_np00000 diceNo_np00000 encuentro_nc0s000 justo_aq0000 que_pr000000 el_da0000 Estado_np00000 pague_vmsp000 la_da0000 U_np00000 de_sp000 mi_dp0000 hijo_nc0s000 si_pp000000 puedo_vmip000 pagarlose_vmg0000 ubica_vmip000 en_sp000 la_da0000 vereda_nc0s000 deGolborne_np00000 y_cc Allamand_np00000 ',NoAgresivo
'Cuando_cs creiamos_vmip000 que_cs gabrielboric_nc0s000 tenia_vmii000 un_di0000 honesto_aq0000 compromiso_nc0s000 con_sp000 la_da0000 defensa_nc0s000 de_sp000 los_da0000 DDHH_np00000 nos_p0000000 enteramos_vmip000 de_sp000 esto_pd000000 jajaja_i dan_vmip000 risa_nc0s000 estos_dd0000 politicos_aq0000 ',NoAgresivo
'Cuando_cs ella_pp000000 caminaba_vmii000 al_sp000 colegio_nc0s000 yo_pp000000 la_pp000000 miraba_vmii000 y_cc la_da0000 admiraba_vmii000 Algun_di0000 dia_nc0s000 nos_pp000000 saludamos_vmip000 y_cc ahi_rg empezo_vmis000 una_di0000 gran_aq0000 historia_nc0s000 de_sp000 amor_nc0s000 ',NoAgresivo
'Cuando_cs era_vsii000 chico_aq0000 mi_dp0000 profe_nc0s000 de_sp000 religion_nc0s000 me_pp000000 quito_vmis000 mis_dp0000 láminas_nc0p000 del_sp000 álbum_nc0s000 Digimon_np00000 y_cc recorto_vmis000 en_sp000 pedacitos_nc0p000 a_sp000 Kari_np00000 Nunca_rg más_rg me_p0000000 volvio_vmis000 a_sp000 salir_vmn0000 y_cc solo_rg me_p0000000 faltaron_vmis000 3_z0 láminas_nc0p000 para_sp000 completarlo_nc0s000 Ahora_rg ella_pp000000 me_pp000000 habla_vmip000 para_sp000 un_di0000 favor_nc0s000 MYRIAM_np00000 CULIA_np00000 OLVIDALO_aq0000 NI_rg PERDON_vmip000 NI_rg OLVIDO_nc0s000 MARACA_np00000 ',Agresivo
'cuando_cs era_vsii000 gordita_aq0000 me_p0000000 trataban_vmii000 de_sp000 guatona_nc0s000 culiá_rg me_pp000000 bajan_vmip000 y_cc subian_vmip000 mil_dn0000 veces_nc0p000 gente_nc0s000 que_pr000000 conozco_vmip000 e_cc incluso_rg queria_vmii000 hacian_vmii000 burlas_nc0p000 y_cc no_rn se_p0000000 imaginan_vmip000 cuanto_rg dolia_np00000 y_cc ahora_rg despues_rg de_sp000 todo_di0000 el_da0000 cambio_nc0s000 soy_vsip000 la_da0000 maraca_nc0s000 culiá_aq0000 por_sp000 demostrar_vmn0000 lo_da0000 que_pr000000 he_vaip000 logrado_vmp0000 con_sp000 tanto_rg esfuerzo_nc0s000 ',Agresivo
'Cuando_cs estaba_vmii000 Bachelet_np00000 no_rn hacia_sp000 tanto_rg calor_nc0s000 ',NoAgresivo
'Cuando_cs la_da0000 ex_aq0000 presidenta_nc0s000 Michelle_np00000 Bachelet_np00000 -LRB-_np00000 de_sp000 izquierda_nc0s000 -RRB-_np00000 fue_vsis000 nombrada_vmp0000 al_sp000 frente_rg del_sp000 Alto_np00000 Comisionado_aq0000 de_sp000 NNUU_np00000 su_dp0000 propio_di0000 sucesor_nc0s000 Sebastián_np00000 Pinera_np00000 -LRB-_np00000 de_sp000 derecha_nc0s000 -RRB-_np00000 lo_da0000 resalto_nc0s000 como_cs un_di0000 reconocimiento_nc0s000 a_sp000 la_da0000 promocion_nc0s000 de_sp000 los_da0000 derechos_nc0p000 humanos_aq0000 Que_pr000000 distinto_aq0000 el_da0000 poder_nc0s000 entre_sp000 gente_nc0s000 sensata_aq0000 ',NoAgresivo
'Cuando_cs más_rg se_p0000000 habla_vmip000 de_sp000 la_da0000 no_rn violencia_nc0s000 contra_sp000 la_da0000 mujer_nc0s000 y_cc de_sp000 ir_vmn0000 contra_sp000 los_da0000 violadores_nc0p000 de_sp000 ninas_nc0p000 lo_da0000 unico_aq0000 que_pr000000 vemos_vmip000 es_vsip000 que_cs a_sp000 nuestros_dp0000 violadores_nc0p000 los_da0000 rodean_vmip000 mientras_cs nos_p0000000 cierran_vmip000 las_da0000 posibilidades_nc0p000 para_sp000 que_cs criminales_nc0p000 victimarios_aq0000 de_sp000 las_da0000 Farc_np00000 paguen_vmsp000 por_sp000 todo_di0000 lo_da0000 que_pr000000 nos_pp000000 hicieron_vmis000 ',NoAgresivo
'Cuando_cs me_pp000000 llama_vmip000 envidiosa_aq0000 ENVIDIA_np00000 DE_sp000 QUE_cs Perra_np00000 asquerosa_aq0000 No_rn ire_nc0s000 muy_rg sobrada_aq0000 pero_cc con_sp000 lo_da0000 que_pr000000 tengo_vmip000 me_pp000000 llega_vmip000 de_sp000 sobras_nc0p000 no_rn hace_vmip000 falta_nc0s000 -LRB-_np00000 ni_cc quiero_vmip000 -RRB-_dd0000 ser_nc0s000 como_cs tu_dp0000 BYE_nc0n000 ',Agresivo
'Cuando_cs mi_dp0000 mamá_nc0s000 habla_vmip000 solo_rg me_p0000000 siento_vmip000 y_cc escucho_vmip000 porque_cs es_vsip000 increible_aq0000 como_cs una_di0000 mujer_nc0s000 puede_vmip000 ser_vsn0000 tan_rg asombrosa_aq0000 ',NoAgresivo
'cuando_cs no_rn le_pp000000 salen_vmip000 aranas_nc0p000 de_sp000 la_da0000 boca_nc0s000 le_pp000000 salen_vmip000 lágrimas_nc0p000 negras_aq0000 a_sp000 chorretones_nc0p000 de_sp000 los_da0000 ojos_nc0p000 o_cc sea_vssp000 imaginad_np00000 como_cs seria_vsic000 tener_vmn0000 ..._fs ',NoAgresivo
'Cuando_cs quieran_vmsp000 les_pp000000 hago_vmip000 las_da0000 notas_nc0p000 xq_cs ningun_di0000 de_sp000 ustedes_pp000000 tuvo_vmis000 la_da0000 sagacidad_nc0s000 de_sp000 comprobarles_nc0p000 la_da0000 agenda_nc0s000 a_sp000 los_da0000 tortolos_nc0p000 ',NoAgresivo
'Cuando_cs te_pp000000 pase_vmsp000 algo_pi000000 o_cc seas_vssp000 victima_nc0s000 de_sp000 alguno_di0000 delito_nc0s000 llama_vmip000 a_sp000 la_da0000 PDI_np00000 y_cc reclama_vmip000 a_sp000 la_da0000 fifa_nc0s000 tonta_aq0000 weona_nc0s000 ',Agresivo
'Cuándo_np00000 tu_dp0000 macho_nc0s000 te_pp000000 habla_vmip000 sucio_aq0000 mientras_cs te_p0000000 hace_vmip000 su_dp0000 perra_np00000 ..._fs ',Agresivo
'Cuanta_vmip000 plata_nc0s000 gasta_vmip000 la_da0000 bachelet_nc0s000 ahora_rg en_sp000 brasil_np00000 y_cc no_rn son_vsip000 capaces_aq0000 de_sp000 costear_vmn0000 un_di0000 helicoptero_nc0s000 para_sp000 salvar_vmn0000 vidas_nc0p000 y_cc el_da0000 sustento_nc0s000 de_sp000 lugarenos_nc0p000 ',NoAgresivo
'CUIDADO_vmg0000 con_sp000 lo_da0000 q_pr000000 firma_vmip000 en_sp000 la_da0000 calle_nc0s000 salven_vmip000 las_da0000 focas_nc0p000 ballenas_nc0p000 etc_fs el_da0000 Fraude_np00000 Amplio_np00000 esta_vmip000 al_sp000 acecho_nc0s000 para_sp000 captar_vmn0000 firmas_nc0p000 ',NoAgresivo
'Dan_np00000 igual_aq0000 de_sp000 ASCO_np00000 esos_dd0000 tipos_nc0p000 que_pr000000 acosan_vmip000 gritando_vmg0000 a_sp000 las_da0000 mujeres_nc0p000 en_sp000 la_da0000 calle_nc0s000 a_sp000 los_da0000 que_pr000000 en_sp000 sus_dp0000 grupos_nc0p000 de_sp000 hombres_nc0p000 se_p0000000 pasan_vmip000 mandando_vmg0000 fotos_nc0p000 de_sp000 tipas_nc0p000 diciendo_vmg0000 lo_da0000 buenas_aq0000 que_cs están_vmip000 Donde_pr000000 está_vmip000 el_da0000 respeto_nc0s000 ',NoAgresivo
'Daniela_np00000 Aránguiz_np00000 Tenis_np00000 la_da0000 guata_nc0s000 llena_aq0000 de_sp000 celulitis_aq0000 guatona_nc0s000 culiá_aq0000 Te_pp000000 voy_vmip000 a_sp000 mandar_vmn0000 a_sp000 sacar_vmn0000 la_pp000000 chucha_aq0000 por_sp000 maraca_np00000 ',Agresivo
'De_sp000 dos_dn0000 padres_nc0p000 talentosisimos_aq0000 nace_vmip000 KarlaGrun_np00000 una_di0000 de_sp000 las_da0000 voces_nc0p000 chilenas_aq0000 mas_cc lindas_aq0000 q_pr000000 he_vaip000 oido_vmp0000 nevenarmy_aq0000 siganla_nc0s000 AHORA_rg si_rg aman_vmip000 la_da0000 musica_nc0s000 ',NoAgresivo
'De_sp000 hecho_vmp0000 cuando_cs veo_vmip000 a_sp000 la_da0000 asombrosa_aq0000 mujer_nc0s000 arana_aq0000 me_pp000000 recuerdo_vmip000 de_sp000 lo_da0000 triste_aq0000 e_cc injusta_aq0000 que_pr000000 es_vsip000 la_da0000 vida_nc0s000 ',NoAgresivo
'De_sp000 la_da0000 denuncia_nc0s000 que_cs Bachelet_np00000 personalmente_rg y_cc otras_pi000000 personas_nc0p000 recibian_vmii000 dinero_nc0s000 de_sp000 la_da0000 entrada_nc0s000 de_sp000 haitianos_nc0p000 al_sp000 pais_nc0s000 ',NoAgresivo
'De_sp000 la_da0000 encuesta_nc0s000 CEP_np00000 se_p0000000 puede_vmip000 sacar_vmn0000 una_pi000000 conclusion_np00000 Más_rg de_sp000 un_di0000 90_z0 %_ft de_sp000 los_da0000 contrarios_nc0p000 a_sp000 Bachelet_np00000 tienen_vmip000 Twitter_np00000 ',NoAgresivo
'de_sp000 que_pr000000 lo_pp000000 fue_vsis000 lo_da0000 fue_vsis000 quizás_rg le_pp000000 confeso_aq0000 algo_pi000000 a_sp000 BoricOrsini_np00000 que_cs no_rn le_pp000000 habia_vmii000 dicho_vmp0000 a_sp000 Bitar_np00000 o_cc a_sp000 los_da0000 jueces_nc0p000 ',NoAgresivo
'De_sp000 Ripley_np00000 La_np00000 UDI_np00000 exije_vmsp000 a_sp000 Bachelet_np00000 se_p0000000 pronuncie_vmsp000 por_sp000 los_da0000 derechos_nc0p000 Humanos_np00000 En_sp000 este_dd0000 pais_nc0s000 estamos_vmip000 operados_vmp0000 del_sp000 estomago_nc0s000 como_cs aguantamos_vmip000 tanto_rg ',NoAgresivo
'De_sp000 una_di0000 mujer_nc0s000 estupenda_aq0000 tendrás_vmif000 lo_da0000 que_pr000000 quieres_vmip000 de_sp000 una_di0000 mujer_nc0s000 inteligente_aq0000 tendrás_vmif000 lo_da0000 que_pr000000 mereces_aq0000 ',NoAgresivo
